trace_name,number_of_requests,wsr,slab_size,slab_cnt,mhMinDiff,rebalance_strategy,allocator,tag,throughput,rebalanced_slabs,miss_ratio,n_rebalanced_slabs,monitor_interval,n_alloc_failures,uuid,base_dir,miss_ratio_reduction_from_disabled,miss_ratio_reduction_from_lru_disabled,tuned_improvement
meta_202210_kv,1482478166,0.004,4,88,50,marginal-hits-tuned,TINYLFU,,1155509.7175310764,27849,0.08762408106859093,27849,50000,0,meta_202210_kv-12e5797fe3cc3a3c3b0c5de68eb1fa01,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.004,4,88,500,marginal-hits-tuned,TINYLFU,,983271.4985659197,26,0.1026851433574503,26,50000,0,meta_202210_kv-f2d0b198681216e4e75344cad76e27e3,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.004,4,88,20,marginal-hits-tuned,TINYLFU,,1085263.408641821,29583,0.08989148512019299,29583,50000,0,meta_202210_kv-4ae11d84ad2baedcea23c821abc3e028,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.004,4,88,10,marginal-hits-tuned,TINYLFU,,967079.2308226406,29611,0.0896443280231083,29611,50000,0,meta_202210_kv-284bb1a782a58506bba3f78414abb379,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.004,4,88,1000,marginal-hits-tuned,TINYLFU,,969844.2844512068,22,0.10935748445957214,22,50000,0,meta_202210_kv-4559c6cfd2e7ab4fd95029c72a15a106,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.004,4,88,2,marginal-hits-tuned,TINYLFU,,934498.3415369141,29624,0.09003811122571366,29624,50000,0,meta_202210_kv-0d11a649c51673a6b7ecb53e0e3c8495,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.004,4,88,5,marginal-hits-tuned,TINYLFU,,977572.736222098,29623,0.09009963793288002,29623,50000,0,meta_202210_kv-452fa135851a214d3592934296be489b,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,20,marginal-hits-tuned,LRU,,1129371.1981919098,301,0.05748005330150677,301,50000,0,meta_202210_kv-14f9be379f18c1cae7e3dfad337fb885,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,200,marginal-hits-tuned,LRU,,1236001.4620756186,9,0.09110254444044204,9,50000,0,meta_202210_kv-6b4459cf2a127c1cc21965e1d2479155,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,10,marginal-hits-tuned,LRU,,1036866.9262556066,15597,0.05892884495946094,15597,50000,0,meta_202210_kv-13913b9ead3ef9df236c87adc0349dcf,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,100,marginal-hits-tuned,LRU,,1249124.0129941453,20,0.08119478233178916,20,50000,0,meta_202210_kv-37d9bf32b772887e643af7425c74461a,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,50,marginal-hits-tuned,LRU,,1260623.374371677,38,0.07224145046868771,38,50000,0,meta_202210_kv-668f1b3d381a780a8f430429eec4cc50,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU,,1157496.8061583156,29308,0.06321473472547588,29308,50000,0,meta_202210_kv-52d4ba7446c4db6a450f4b64db006ade,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,5,marginal-hits-tuned,LRU,,1049542.6393906143,28456,0.06331362049888026,28456,50000,0,meta_202210_kv-d01043a8d177817881c5b5c2cfbb05c3,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,500,marginal-hits-tuned,LRU,,1208070.3484968925,3,0.09844248862954248,3,50000,0,meta_202210_kv-bb8fa6933a8fdb7bd7677bf3b93e1b7d,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,1000,marginal-hits-tuned,LRU,,1041241.6799906879,3,0.09844310179203003,3,50000,0,meta_202210_kv-edbdb4675ee71c7102e8c11e8f760c20,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,5,marginal-hits-tuned,LRU2Q,cold,1030669.1518499312,10359,0.06259443351558946,10359,50000,0,meta_202210_kv-3626fa6289f85a822354bf1e9a07c832,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,500,marginal-hits-tuned,LRU2Q,cold,1139993.4794843928,0,0.09369443758809463,0,50000,0,meta_202210_kv-7fb904d00db806aee5f4393720b51653,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,10,marginal-hits-tuned,LRU2Q,cold,905371.0831207661,274,0.05169607874008986,274,50000,0,meta_202210_kv-4b44138582a9222c61e7b5676307626b,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,200,marginal-hits-tuned,LRU2Q,cold,1153272.610376962,0,0.09369443758809463,0,50000,0,meta_202210_kv-49bd3b50b3ce575b521f312deb67d688,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,5,marginal-hits-tuned,LRU2Q,cold,1118040.9641626615,10359,0.06259443351558946,10359,50000,0,meta_202210_kv-13894fbf6162c8785bddd55f59fa2bab,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,20,marginal-hits-tuned,LRU2Q,cold,998247.7327151968,81,0.0585935300715923,81,50000,0,meta_202210_kv-9dfe092f8d521d21f9c0ab44a0f58420,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,1000,marginal-hits-tuned,LRU2Q,cold,1174084.924380829,0,0.09369443758809463,0,50000,0,meta_202210_kv-31c7d83f969760f8452dabde99ba53ed,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,200,marginal-hits-tuned,LRU2Q,cold,1101169.4493361532,0,0.09369443758809463,0,50000,0,meta_202210_kv-08637d4e29b4633115bf85c50763f71f,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,50,marginal-hits-tuned,LRU2Q,cold,1263030.9763851834,27,0.07176268523876526,27,50000,0,meta_202210_kv-2df384ab5792e34865a02c5debcf80ea,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,20,marginal-hits-tuned,LRU2Q,cold,1017675.3771309045,81,0.0585935300715923,81,50000,0,meta_202210_kv-4c16a7f7cfe872e9dd7ec78c4ea715a6,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,100,marginal-hits-tuned,LRU2Q,cold,1195943.4995564416,11,0.08124020087591631,11,50000,0,meta_202210_kv-386aca859b4e7c08f59525216c066bd1,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,10,marginal-hits-tuned,LRU2Q,cold,1060748.9550611854,274,0.05169607874008986,274,50000,0,meta_202210_kv-01303533c3c40db5dbfbdd671739481c,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1044005.2711104809,24383,0.0656258838958172,24383,50000,0,meta_202210_kv-79f37009675ff12358882b9a19acd9cd,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,500,marginal-hits-tuned,LRU2Q,cold,1274900.394124158,0,0.09369443758809463,0,50000,0,meta_202210_kv-f001f3e53d1b9bceca9243402140c785,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,LRU2Q,cold,1036448.2134196488,24383,0.0656258838958172,24383,50000,0,meta_202210_kv-15e438dceb2b857490f998b34830b175,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,100,marginal-hits-tuned,LRU2Q,cold,1082900.8667618094,11,0.08124020087591631,11,50000,0,meta_202210_kv-8948b7d0bbd9068f65916da33587740d,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,1000,marginal-hits-tuned,LRU2Q,cold,1109084.7801640476,0,0.09369443758809463,0,50000,0,meta_202210_kv-03cd8cf264dfa9739bc503c5b48b9093,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,50,marginal-hits-tuned,LRU2Q,cold,1205805.074472932,27,0.07176268523876526,27,50000,0,meta_202210_kv-4369b3d9988350b07b9efe57056900b9,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,5,marginal-hits-tuned,TINYLFU,,936109.543639752,27905,0.0632293116686617,27905,50000,0,meta_202210_kv-0ac8bd33785d0dbd2466810db902dfa7,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,500,marginal-hits-tuned,TINYLFU,,977545.7792597292,4,0.09845554649470635,4,50000,0,meta_202210_kv-57a2510dfe40acc1ed558b6091c5896e,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,100,marginal-hits-tuned,TINYLFU,,1022497.6913227551,21,0.08047037098824969,21,50000,0,meta_202210_kv-19200da6db307606fbe03d49430a5d73,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,20,marginal-hits-tuned,TINYLFU,,927046.6899987082,280,0.0571934021994898,280,50000,0,meta_202210_kv-c84e38f0ead5cd92a489d12ede98604a,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,2,marginal-hits-tuned,TINYLFU,,901211.2382836215,29309,0.06362745243966042,29309,50000,0,meta_202210_kv-98c0b50a86160245f363fcd360e63225,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,1000,marginal-hits-tuned,TINYLFU,,928396.6567360016,3,0.09861021926173852,3,50000,0,meta_202210_kv-9b9329e885791647b489afb43675ba47,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,10,marginal-hits-tuned,TINYLFU,,1002727.8606186572,15200,0.058748176531323026,15200,50000,0,meta_202210_kv-5d3ff4d560bb59b030874d5259d87217,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,200,marginal-hits-tuned,TINYLFU,,1090279.9447315678,9,0.09070542897965352,9,50000,0,meta_202210_kv-3f75a4ddcf59e5d8f8c903275bbebcdb,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.01,4,220,50,marginal-hits-tuned,TINYLFU,,1024528.4374641429,38,0.07213734168412704,38,50000,0,meta_202210_kv-c34d886e06a56978ee456ae2f86947b7,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,1000,marginal-hits-tuned,LRU,,1162877.0542045166,0,0.08138833459217368,0,50000,0,meta_202210_kv-196660aab1a86f1abe2968f4143f35d5,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,500,marginal-hits-tuned,LRU,,1169837.2528996784,0,0.08138833459217368,0,50000,0,meta_202210_kv-ed812ec05c6939b41483cc37177b0625,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,10,marginal-hits-tuned,LRU,,1072785.443493368,293,0.04401185629333579,293,50000,0,meta_202210_kv-e06e7e8e2114965bc450579ee7ace968,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,200,marginal-hits-tuned,LRU,,1167188.92801533,0,0.08138833459217368,0,50000,0,meta_202210_kv-cb9a3de331d73d4cb51567810c102994,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,50,marginal-hits-tuned,LRU,,1173586.2782447413,20,0.07063836581320686,20,50000,0,meta_202210_kv-98dd45b8f724b7f365006e199ae5f409,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,100,marginal-hits-tuned,LRU,,1199071.932042737,2,0.07976156257265242,2,50000,0,meta_202210_kv-9eed38256592d0b55c7a8339b4053191,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU,,1164319.113408253,24116,0.047457896927974044,24116,50000,0,meta_202210_kv-52f164c4e4f8fe7a5c082f8ef8aa798a,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,20,marginal-hits-tuned,LRU,,1181025.642654594,108,0.05617371163360527,108,50000,0,meta_202210_kv-f67fc19e1ec62f965de86a1266aa39f5,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,5,marginal-hits-tuned,LRU,,1039492.467637245,9693,0.04307797070112127,9693,50000,0,meta_202210_kv-02c375a63631c6a4669183a80eaccfcf,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,200,marginal-hits-tuned,LRU2Q,cold,1178889.4165535844,0,0.07697343719259876,0,50000,0,meta_202210_kv-c270a187831c91c6cc8efee78743e9ff,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,1000,marginal-hits-tuned,LRU2Q,cold,974547.1295217451,0,0.07697343719259876,0,50000,0,meta_202210_kv-27b9b4437d57e85765f49ddb4923201d,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,20,marginal-hits-tuned,LRU2Q,cold,1066231.3667048567,62,0.05731771431701477,62,50000,0,meta_202210_kv-210a491d85c7accbeee237e91e36d440,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,100,marginal-hits-tuned,LRU2Q,cold,1194143.219461736,1,0.07628352551399398,1,50000,0,meta_202210_kv-3187f418164bc72d3578db299014108f,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,200,marginal-hits-tuned,LRU2Q,cold,1153434.4350216412,0,0.07697343719259876,0,50000,0,meta_202210_kv-406dbed6074f670a51ffc09334c8122e,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,5,marginal-hits-tuned,LRU2Q,cold,962997.7085640958,1444,0.041515250889705174,1444,50000,0,meta_202210_kv-9099396a6f4245af1e1ae14fb7d793c5,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,5,marginal-hits-tuned,LRU2Q,cold,971152.6133493342,1444,0.041515250889705174,1444,50000,0,meta_202210_kv-183b7194e081decc47fd67f20cf5fa7f,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,2,marginal-hits-tuned,LRU2Q,cold,973913.698452023,12076,0.047169377333008224,12076,50000,0,meta_202210_kv-ca069a784be1954d95970c6329d47d59,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,10,marginal-hits-tuned,LRU2Q,cold,1046149.9051864211,199,0.046618826897447875,199,50000,0,meta_202210_kv-c81a941956f952e620cbd12be54d9f98,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,50,marginal-hits-tuned,LRU2Q,cold,1046150.8205122466,14,0.06929659495571958,14,50000,0,meta_202210_kv-70681229e3f46a94e430b51ccc845742,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
meta_202210_kv,1482478166,0.02,4,439,20,marginal-hits-tuned,LRU2Q,cold,1144429.3475650086,62,0.05731771431701477,62,50000,0,meta_202210_kv-190336ba6ec4eb924b81c8f075356813,/nfs/hongshu/thesis-playground/paper-exp/efficiency/work_dir_meta_fixed_thresh,,,
