request_id,effective_move_rate
29900000,0.5
29950000,0.3
30150000,0.1
30700000,0.3
31150000,0.5
32150000,0.4
32550000,0.3
33650000,0.3
33750000,0.3
34250000,0.4
34350000,0.3
34800000,0.3
36050000,0.4
38000000,0.4
38300000,0.4
39950000,0.4
40950000,0.5
41000000,0.6
41050000,0.8
41100000,0.8
41150000,0.8
41200000,0.9
41250000,0.9
41300000,0.9
41400000,1.0
41450000,1.0
41500000,1.0
41600000,1.0
41650000,1.0
41700000,1.0
41800000,1.0
41850000,1.0
41950000,1.0
42000000,1.0
42050000,0.9
42100000,0.8
42150000,0.7
42200000,0.6
42250000,0.6
42300000,0.7
42350000,0.8
42400000,0.9
42450000,1.0
42500000,1.0
42550000,1.0
42600000,1.0
42650000,1.0
42700000,1.0
42750000,1.0
42800000,1.0
42850000,1.0
42900000,1.0
42950000,1.0
43000000,1.0
43050000,1.0
43100000,1.0
43150000,0.9
43200000,0.9
43250000,0.9
43300000,0.9
43350000,0.9
43400000,1.0
43450000,1.0
43500000,1.0
43550000,1.0
43600000,1.0
43650000,1.0
43700000,1.0
43750000,1.0
43800000,1.0
43850000,1.0
43900000,1.0
43950000,1.0
44000000,1.0
44050000,1.0
44100000,1.0
44150000,1.0
44200000,1.0
44250000,1.0
44300000,1.0
44350000,1.0
44400000,1.0
44450000,1.0
44500000,1.0
44550000,1.0
44600000,1.0
44650000,1.0
44700000,1.0
44750000,1.0
44800000,1.0
44850000,1.0
44900000,1.0
44950000,1.0
45000000,1.0
45050000,1.0
45100000,1.0
45150000,1.0
45200000,1.0
45250000,1.0
45300000,1.0
45350000,1.0
45400000,1.0
45450000,1.0
45500000,1.0
45550000,1.0
45600000,1.0
45700000,1.0
45750000,1.0
45800000,1.0
45850000,1.0
45950000,1.0
46000000,1.0
46050000,1.0
46100000,1.0
46200000,1.0
46250000,1.0
46300000,1.0
46350000,1.0
46400000,1.0
46500000,1.0
46550000,1.0
46600000,1.0
46650000,1.0
46800000,1.0
46850000,1.0
46900000,1.0
46950000,1.0
47100000,1.0
47150000,1.0
47200000,1.0
47300000,1.0
47350000,1.0
47400000,1.0
47500000,1.0
47550000,0.8
47600000,0.6
47650000,0.5
47750000,0.4
47800000,0.4
47900000,0.4
47950000,0.6
48050000,0.7
48100000,0.8
48200000,1.0
48250000,1.0
48350000,1.0
48400000,1.0
48500000,1.0
48550000,1.0
48700000,1.0
48750000,1.0
48850000,1.0
48950000,0.8
49000000,0.7
49050000,0.7
49100000,0.7
49200000,0.7
49250000,0.7
49350000,0.7
49400000,0.7
49500000,0.7
49550000,0.7
49700000,0.9
49800000,1.0
49850000,1.0
49900000,1.0
50050000,0.8
50100000,0.7
50150000,0.6
50200000,0.6
50250000,0.6
50300000,0.6
50450000,0.5
50500000,0.5
50600000,0.5
50650000,0.5
50800000,0.6
50850000,0.7
50950000,0.5
51000000,0.5
51050000,0.4
51250000,0.5
51350000,0.4
51400000,0.4
51450000,0.5
51650000,0.6
51700000,0.6
51900000,0.6
52100000,0.7
52200000,0.9
52300000,0.9
52450000,1.0
52550000,1.0
52600000,0.9
52650000,0.8
52800000,0.8
52850000,0.8
53000000,0.8
53050000,0.7
53200000,0.6
53250000,0.5
53350000,0.5
53500000,0.6
53550000,0.6
53650000,0.6
53700000,0.6
53950000,0.6
54000000,0.6
54200000,0.7
54400000,0.7
54500000,0.7
54750000,0.6
54800000,0.6
54850000,0.7
55050000,0.7
55150000,0.7
55200000,0.7
55300000,0.6
55600000,0.7
55850000,0.7
55900000,0.8
55950000,0.8
56150000,0.8
56350000,0.6
56500000,0.6
56550000,0.7
56750000,0.5
56850000,0.5
57050000,0.6
57100000,0.6
57450000,0.7
57750000,0.6
57850000,0.4
57900000,0.5
58100000,0.5
58200000,0.5
58450000,0.6
58850000,0.6
59650000,0.7
59700000,0.7
60100000,0.8
60500000,0.8
60900000,0.9
61350000,0.9
61800000,0.9
62300000,1.0
62400000,0.9
62500000,0.8
62550000,0.7
62700000,0.8
62800000,0.9
62850000,0.8
62900000,0.7
62950000,0.6
63000000,0.7
63050000,0.7
63100000,0.7
63150000,0.7
63250000,0.5
63300000,0.4
63450000,0.3
63750000,0.3
63800000,0.4
64050000,0.3
64350000,0.4
64400000,0.4
64950000,0.4
65100000,0.4
65200000,0.4
65250000,0.5
65550000,0.4
66000000,0.5
66150000,0.6
66800000,0.6
67500000,0.6
68250000,0.8
69050000,0.8
69100000,0.8
69150000,0.8
69700000,0.9
69850000,0.9
70700000,0.8
70750000,0.6
71050000,0.5
71750000,0.5
72700000,0.5
73750000,0.6
74800000,0.7
76050000,0.7
76250000,0.7
76300000,0.6
76650000,0.6
76750000,0.6
76800000,0.6
76850000,0.4
77200000,0.3
77400000,0.2
77550000,0.2
77600000,0.1
77750000,0.2
78950000,0.3
